 Category,Responsible Person,Publishing Date ,Platform (ENG/CN),Country,Blog Title ,Subtitle/Snippet (For Web),GD Image Link/Video Link,Related Mojo Website Case/Media for Cross Linking,INFLUENCERS,HASHTAGS,ENGLISH (Linkedin / FB)  - BITIC CHECK,ENGLISH (Instagram)  - BITIC CHECK,ENGLISH (Twitter)  - BITIC CHECK,CHINESE (SIMPLIFIED) - MAINLAND/SINGAPORE/MALAYSIA,CHINESE (TRADITIONAL) - TAIWAN/HK,SPANISH + CATALAN,JAPANESE
MOJO Think,Chinmaya/Tow/Akari,TBD,MOJO web/news/mojo think,,,,,,,,"360 VR vs CG VR explainer, MOJO VR Services/Products, MOJO Sales Tool",,,,,,
MOJO News Letter/MOJO Lead Generation Campaign,Chinmaya/Tow/Akari,2021-5-6,SendinBlue EDM HK,,"*Global Digital MOJO NEWSLETTER* BUSINESS MATCHING / AR&VR / DATA ANALYTICS, check up what's new in MOJO","We focus on digital transformation by design and work in the crossover between business and brand strategy, experience design, marketing communications and education.",https://drive.google.com/drive/folders/1C5ECRNjG7-qDTDgEswFuWxrTwm9DgZKk?usp=sharing,,,,https://docs.google.com/document/d/13NwslBKCAU_G8vrH9D_8a3myk4kzbI3vvljaHnBmRrI/edit?usp=sharing,,,,,,
MOJO News Letter/MOJO Lead Generation Campaign,Chinmaya/Tow/Akari,2021-5-10,SendinBlue EDM Japan,,"*Global Digital MOJO デジタルマガジン* ビジネスマッチング / AR&VR / データ分析サービス, check up what's new in MOJO",私たちはデザインによるビジネスとの間に教育、プロモーション、顧客体験を考えたサービスやプロダクトの開発、ブランド戦略を通したデジタル化を世界中で行っています。,https://drive.google.com/drive/folders/1C5ECRNjG7-qDTDgEswFuWxrTwm9DgZKk?usp=sharing,,,,https://drive.google.com/file/d/14FRtwdjdpNMWDcLZw69ucN1w6wLalCkC/view?usp=sharing,,,,,,
MOJO News Letter/MOJO Lead Generation Campaign,Chinmaya/Tow/Akari,2021-5-11,SendinBlue EDM Taiwan,,"*Global Digital MOJO 電子報* 商業配對平台 / AR&VR / 數據分析儀錶盤, check up what's new in MOJO",我們專注於設計與商務上的數位轉型，服務內容包括企業形象策略、互動式體驗規劃、行銷數位溝通與教育。是個提供多元服務的交接口跟專業團隊！,https://drive.google.com/drive/folders/1C5ECRNjG7-qDTDgEswFuWxrTwm9DgZKk?usp=sharing,,,,https://docs.google.com/document/d/1t62M64EE00ZACc0BTjkHK29R5lSQ_qN_ppINDIjYfPo/edit?usp=sharing,,,,,,
MOJO Social,Chinmaya/Tow/Akari,,Linked In / FB / Twitter,,"*Global Digital MOJO NEWSLETTER* BUSINESS MATCHING / AR&VR / DATA ANALYTICS, check up what's new in MOJO",,"English Newsletter: https://bit.ly/3bjPzmo
日本語ニュースレター: https://bit.ly/3blCQzA 
繁中五月電子報: https://bit.ly/3vWitkm",,,,"Our latest NEWSLETTER is out now!
This time we are covering the area of BUSINESS MATCHING / AR&VR / DATA ANALYTICS, check up what's new in MOJO.

eNewsletter heading to:
https://bit.ly/3tGVIzi 

Visit MOJO website:
http://globaldigitalmojo.com/",,,,,,
MOJO Social,Chinmaya/Tow/Akari,TBD,Instagram,,ENG / JP / CN Tr,,,,,,APR LGC Newsletter update on Instagram,,,,,,
MOJO News,Eunice,tba.,LINE,,,,,,,,HKUST Collaboration - first interns arrive at MOJO HK as part of our Global Internship Programme,,,,,,
MOJO News,Eunice,tba.,Web,,,"Global Digital MOJO team is delighted to have its first-ever team in HKUST. They will be on boarding in May

[name of students] will participate a 3-month internship working closely with Global Digital MOJO Studios, get involved Global Digital MOJO Academy and AI based projects 

We value personal growth and communication, everyone is welcome to bring new thought and innovative ideas, with on-the-job training, MOJO will always stay ahead

We are excited to have them on board aren't you? Learn more about MOJO’s Internship program here : https://globaldigitalmojo.com/join-us/",,,,#GDMA #GLOBALDIGITALMOJO #MOJOACADEMY #DEEPTECH #AI #DIGITALTRANSFORMATION #INTERNSHIPS #HKUST,HKUST Collaboration - first interns arrive at MOJO HK as part of our Global Internship Programme,,,,,,
MOJO News,Eunice,tba.,Linked In/FB,,,,,,,,HKUST Collaboration - first interns arrive at MOJO HK as part of our Global Internship Programme,,,,,,
MOJO Social,Tow,2021-4-27,LINE,,RichMenu_Update_260321,,https://drive.google.com/drive/folders/1gw9LR6w3qva52YzCxPkqqi4Tgjts1aJO?usp=sharing,,,,,,,,,,
MOJO News,David,29/4/21,Linked in-Personal,,,,,,,,"Im really happy to ink an MoU with National Cheng Kung University School of Design and Architecture to develop and research new #XR and #AI/#ML Tools and Methods for Design Professionals. A great school with passionate faculty and students doing world class research and supporting industries in Southern Taiwan, especially at the Southern Science Park. We will be involving companies in research the effectiveness of the tools we developed and looking for commercialisation opportunities. More to follow. #university #science #research #artificial # #innovation #artificialintelligence #XR #VR #AR
[LINK TO COMPANY POST]",,,,,,
MOJO Social,Tow,14/05/21,"Facebook/
Linkedin/
Instagram/ Twitter",Taiwan,Dr. David Williams invited as Urban Planning Keynote Speaker at Feng Chia University,,https://drive.google.com/drive/folders/1DiYJYVnv86jbbGr37w3KQdiHYBdcSRbJ?usp=sharing,,"IG:
@fengchia_university
@fcuupsisa

FB:
@FengChia.1961
@FCUUPSISA 
@TaiwanInstituteofUrbanPlanning",#UrbanPlanning #MOJOAcademy #GDMA #Keynote #FengChiaUniversity #AI #VR #XR #DesignTool #SmartCity #Exhibition #business,"Smart Cities are playing a major role in improving citizens' quality of life: mental well being, city traffic flows, public benefits, and environmental impacts.

The Department of Urban Planning and Spatial Information at Feng Chia University in Taiwan has invited Dr. David Williams from MOJO to give a keynote speech on new technologies impacting Smart City Design.   He will discuss how XR (VR, AR, MR) tools can help urban planners with design thinking, visualisation, simulation and increase their production workflow. Moreover, the possibilities and applications of artificial intelligence used in Smart City design will be discussed. 

The keynote takes place in the 16th Exhibition of Planning Departments in Taiwan and is organised by the Taiwan Institute of Urban Planning. Students from all-level are given an opportunity to present their best concept work to a diverse audience.

Global Digital MOJO wishes to create new engagements and to interact with young creative minds. Stay tuned us as we will be bringing you more new insights and new knowledge from time to time.

To know more go to our official website:
https://www.globaldigitalmojo.com/

MOJO in the media:
https://bit.ly/3x6LGKf ",,,,,,
MOJO Social,Tow,17/05/2021,YouTube,,XR AS A TOOL IN SMART CITY DESIGN “FROM IDEATION TO EXPERIENCE” - 2021第十六屆全國規劃系所實習聯展 @逢甲大學,,https://youtu.be/fcxgpeOwzpo,,"IG:
@fengchia_university
@fcuupsisa

FB:
@FengChia.1961
@FCUUPSISA 
@TaiwanInstituteofUrbanPlanning",#UrbanPlanning #MOJOAcademy #GDMA #Keynote #FengChiaUniversity #AI #VR #XR #DesignTool #SmartCity #Exhibition #business,"Smart Cities are playing a major role in improving citizens' quality of life: mental well being, city traffic flows, public benefits, and environmental impacts.

The Department of Urban Planning and Spatial Information at Feng Chia University in Taiwan has invited Dr. David Williams from MOJO to give a keynote speech on new technologies impacting Smart City Design.   He will discuss how XR (VR, AR, MR) tools can help urban planners with design thinking, visualisation, simulation and increase their production workflow. Moreover, the possibilities and applications of artificial intelligence used in Smart City design will be discussed. 

The keynote takes place in the 16th Exhibition of Planning Departments in Taiwan and is organised by the Taiwan Institute of Urban Planning. The event will be attended by 300+ people from various universities across Taiwan, as well as local government officials. Students from all-level are given an opportunity to present their best concept work to a diverse audience.

Global Digital MOJO wishes to create new engagements and to interact with young creative minds. Stay tuned for more updates on the 15th of May as we will be bringing you more new insights and new knowledge from this event.

To know more go to our official website:
https://www.globaldigitalmojo.com/

MOJO in the media:",,,,,,
MOJO Newsroom/Press Release,Tow,"20/05/2021 publised, 24/05/2021 rework",MOJO web/Press Release Format,Taiwan,"Taichung, Taiwan : MOJO Continues Collaboration with Feng Chia University",,https://drive.google.com/drive/folders/16N8I69Xud2rqWLM820sJcb9B08gp45q-?usp=sharing,,"IG:
@fengchia_university
@fcuupsisa

FB:
@FengChia.1961
@FCUUPSISA 
@TaiwanInstituteofUrbanPlanning",#UrbanPlanning #MOJOAcademy #GDMA #Keynote #FengChiaUniversity #AI #VR #XR #DesignTool #SmartCity #Exhibition #business,"Blurring the dimensions of space, time and existence around us are the various existential digital frames of Virtual, Augmented and Mixed realities which when comes together is known as Extended Reality (XR). Devices are growing intelligent and cities have become smarter. 

With the 4th industrial Revolution and uncalled-for recent global circumstances, each lifestyle sector around us has been almost impertinently forced to adapt to the new technology, whether willing or not and we are accepting the digital change warmly. Education has not been left untouched and in fact, has been one of the most affected industries.  Creative industries are looking for more engaging platforms to be able to reach, narrate, express and deliver the content to save time, energy and money while maintaining the highest required quality of subjects.  

This concise keynote presentation outlines the need of XR in education and focuses on the fraternity who work on 3-dimensional designs and models. It is the need of the hour as we need 21st-century solutions to solve 21st-century problems. XR in itself is not very new but an evolving concept and draws its strength from the continuously emerging technological innovations and supportive platforms. Tech giants have made leaps of progress in the correct direction and the world is waiting to be able to use the technology at the mass level. 

With ideas being able to be created, modified, argued and explained in real-time with the stakeholders, XR takes the front seat when it comes to the user-designer-environment digital setup. Certainly, the early adopters will make greater advancements while adopting the new XR tech for themselves. 

Global Digital MOJO is a well-known pioneer in space of AI/VR/AR and XR. Its work expands beyond Taiwan, to Hong Kong, Europe, the Americas, the UK and India where successful teams have delivered highly for the creation of smart cities. ",,,,"維度與空間的概念逐漸模糊，時間與自我存在的意識已與現有的數位框架共存。 AR 擴增實境跟 MR 混合實境的結合所稱 XR 延展實境。無論是我們使用的設備又或是我們居住的城市，都漸漸變得更加智能。

其共業 4.0 與最近無預警的全球疫情趨勢，人們的生活型態幾乎在每個層面上都必須適應與接受新的科技。無論好害與否，我們都必須對這些數位電子化的轉變展開雙臂迎接。於此同時教育界正在跟上這些新科技的腳步，並且也是最深受影響的行業之一。現在的創意產業正積極尋找一個新的平台，來創造更多互動、表現與更好傳遞自己的媒體。一來可以節省經費、二來可以省時省力，而持續維持高品質的內容輸出。

這次的演講提升了大家對於這個延展實境的主題的認知，並且敘述將其科技融合於教育的必要。尤其是需要在三維空間內創作與建模的群眾與職業。要處理當代的問題，就得用當代的科技下去解決。延展實境本身並不是一個最新的科技，但持續進化的概念與科技融合，使它的優勢愈顯重要，也是有力的輔助平台。許多科技大廠已經開始展現他們對這技術的投資，全世界都在矚目能如何將延展實境更廣泛的應用。

一個構想，可以讓企業之間可以即時的同時間創造、修改、討論與溝通。 XR 延展實境，絕對是使用者與創作者的數位解決方案中的佼佼者。當然早先使用的用戶，會能更加熟悉及適應 XR 延展實境的應用，並隨自己的需求添增新的技術到自己的 XR 應用中。

Global Digital MOJO 在這些 AR 擴增實境/VR 虛擬實境/MR 混合實境/XR 延展實境與 AI 人工智慧技術中，是業界知名的。團隊的業務也不僅僅是在台灣，更在香港、歐洲、美洲與印度都成功將智慧都市的概念給傳播下去。",,"時空と周囲の存在の次元をぼやけさせるような、仮想現実、拡張現実、複合現実から多種のデジタルフレームの融合でエクステンデッド・リアルリティ(XR)を実現させる。デバイスはより高度になり、街のスマート化が進んでいる。

本プレゼンテーションは３次元の設計とモデルに関係する仕事をする人達を中心に教育面におけるXRの必要性を語ります。21世紀の問題を解決するには21世紀のソリューションが最適です。XRは数年前からあったものですが、継続的な技術発展や支援するプラットフォームによって強化されています。大手テック企業は技術の進歩を遂げる事に成功し、その技術が全世界に普及するのは時間の問題でしょう。

本プレゼンテーションは中華国民都市計画学会が主催した第16回台湾計画局エキシビションで発表されたものです。
"
MOJO Social,Tow,19/05/2021,"Linkedin/
Facebook/
Instagram/
Twitter",Taiwan,"XR Tools for Smart City Urban Planning
",,https://drive.google.com/drive/folders/19bGQlWp7N71unwMH3sqMuOe5uI7HiYJe?usp=sharing,,"IG:
@fengchia_university
@fcuupsisa

FB:
@FengChia.1961
@FCUUPSISA 
@TaiwanInstituteofUrbanPlanning",#UrbanPlanning #MOJOAcademy #GDMA #Keynote #FengChiaUniversity #AI #VR #XR #DesignTool #SmartCity #Exhibition #business,"The 16th Exhibition of Planning Departments in Taiwan has successfully launched on Saturday, 15th of May. Due to the sudden announcement from Taiwan Centers for Disease Control. This event was redesigned from psychical presentation to online-based webinar & competition. 

Thanks to the technologies, people are still able to share their mind-blowing work across the internet. And be connected. Coincidentally, the main focus of the keynote speech given by Dr. David Williams, the CEO of MOJO. Are topics surrounding new technologies that can helps better/faster communication and work process, regardless of users, designers or stakeholders. Moreover, this time with the theme of planning departments, we specifically open up the discussion on XR technologies and how its application can be used in Urban Planning.


You can check up more info about the event here:
https://bit.ly/3eUqm4l

And go to our official website to know about MOJO:
https://www.globaldigitalmojo.com/ ",   ,,,"2021第十六屆全國規劃系所實習聯展在上週六（5月14號）正式上線！活動由於台灣疾管署的緊急發布而改變的活動的主持方式，從一個實體展覽會全部搬到雲端展示，並且無中斷競賽。

讚嘆現在科技，可以利用網際網路，讓大家從世界的不同角落持續分享他們美好的創作。很巧的，這次由華汶濤博士（CEO, MOJO）演講的主題也著重在可以幫助人們，無論是設計師、企業主或是任何使用者之間，都能有更快更好的溝桶與共同工作的新科技。尤其是這次是與計劃相關的產業與科系，我們打開了對 XR 延展實境的討論空間與其都市計畫中的應用方法。

了解更多活動資訊：
https://bit.ly/3eUqm4l 

至 MOJO 官網認識我們：
https://www.globaldigitalmojo.com/   ",,
MOJO WEB,Tow,"19/05/2021 publised, 24/05/2021 rework",MOJO web/MOJO Newsrooms/Mojo in the Media,Taiwan,"TAICHUNG, TAIWAN MAY 15, 2021: KEYNOTE SPEECH: XR TOOLS FOR SMART CITY URBAN PLANNING","Keynote on XR Delivered at FengChia University, Taiwan",https://youtu.be/fcxgpeOwzpo,https://drive.google.com/drive/folders/19bGQlWp7N71unwMH3sqMuOe5uI7HiYJe?usp=sharing,,,"The 16th Exhibition of Planning Departments in Taiwan has successfully launched on Saturday, 15th of May. Due to the sudden announcement from Taiwan Centers for Disease Control. This event was redesigned from psychical presentation to online-based webinar & competition. Thanks to the technologies, people are still able to share their mind-blowing work across the internet. And be connected. Coincidentally, the main focus of the keynote speech given by Dr. David Williams, the CEO of MOJO. Are topics surrounding new technologies that can helps better/faster communication and work process, regardless of users, designers or stakeholders. Moreover, this time with the theme of planning departments, we specifically open up the discussion on XR technologies and how its application can be used in Urban Planning.


Speaker Introduction:

Dr. Williams 同時具有教育家，企業家，溝通策略師和互動設計師等身分，在亞洲、歐洲和美國市場有20年的工作和教學經驗。Dr. Williams不但對於人類認知和感知有深刻理解，也有獨特的教學體驗和數位通訊策略發展能力，因此能有效率地將網路、零售、行動應用程式、社交媒體以及活動行銷平台進行連結，為消費電子、電信、網路、精品、娛樂媒體以及快速消費品等產業的客戶提供具有前瞻性的產品開發、設計、行銷策略和執行計劃。除外，善於領導跨領域團隊的 Dr. Williams 也積極通過建教合作、教學和出版相關研究刊物，將學術界與業界進行緊密串聯。




Global Digital MOJO:

Global Digital MOJO 是一家國際數位策略和執行製作公司，於2009年在香港成立，在全球設有6個工作室。希望能通過聯機和脫機鏈接來轉變業務的客戶合作。其服務包括新技術(AR / VR / AI)設計和開發，O2O體驗設計，國際業務策略發展和O2O市場經營行銷溝通。除外，也透過 MOJO Digital Transformation Academy之旗下單位提供有關新媒體和新技術的教育和培訓服務。

You can the webcast here: https://bit.ly/3bChmPa
Read more about the keynote speech and event details here: https://bit.ly/3eUqm4l ",,,,"2021第十六屆全國規劃系所實習聯展在上週六（5月14號）正式上線！活動由於台灣疾管署的緊急發布而改變的活動的主持方式，從一個實體展覽會全部搬到雲端展示，並且無中斷競賽。

讚嘆現在科技，可以利用網際網路，讓大家從世界的不同角落持續分享他們美好的創作。很巧的，這次由華汶濤博士（CEO, MOJO）演講的主題也著重在可以幫助人們，無論是設計師、企業主或是任何使用者之間，都能有更快更好的溝桶與共同工作的新科技。尤其是這次是與計劃相關的產業與科系，我們打開了對 XR 延展實境的討論空間與其都市計畫中的應用方法。

了解更多活動資訊：
https://bit.ly/3eUqm4l 

至 MOJO 官網認識我們：
https://www.globaldigitalmojo.com/   ",,
MOJO Newsroom,,,MOJO web/MOJO Newsrooms,,Gojek x Tokopedia : micro-moiblity meets online shopping with a US listing - SE Asia goes big.,,,,,,https://techcrunch.com/2021/05/16/gojek-and-tokopedia-merge-to-form-goto-group/,,,,,,
MOJO Newsroom,,2021-6-23,MOJO web/MOJO Newsrooms,,MOJO AI work : an overview ,,,,,,,,,,,,
MOJO Social,,2021-6-3,"Linkedin/
Facebook/
Instagram/
Twitter",,"“If you can’t measure it, you can’t improve it.” - Peter Drucker (Words of Wisdom) ",,,https://drive.google.com/drive/folders/1Q1LdWe47ZVCCMXU4cVD6oL5f8kRWeQZ0?usp=sharing,,"#WordsOfWisdom #InsightSharing#GlobalDigitalMOJO ","Words of Wisdom sharing from management thinker Peter Drucker.

To know more about MOJO go to our official website:
https://www.globaldigitalmojo.com/

#WordsOfWisdom #InsightSharing
#GlobalDigitalMOJO ",,,,,,
MOJO Social,,2021-6-18,"Linkedin/
Facebook/
Instagram/
Twitter",,Microlearnings_GDMA_POC Psychology of Creativity,,,https://drive.google.com/drive/folders/1NfGH5JlD86Socw9oJ5j9vO1yjKwteGq2?usp=sharing,,#MOJOAcademy #GDMA #Microlearnings #Psychology #Creativity,"Have you ever wondered the difference between a creative and uncreative brain.  This is how a creative and uncreative brain looks.  Here you can see that the left and right brain talk to each other alot and your main concentration is at the front.   If you want to learn more then sign up to a GDMA class in ""The Psychology of Creativity""

To learn more about Global Digital MOJO Academy:
https://globaldigitalmojo.com/gdmacademy/

#MOJOAcademy #GDMA #Microlearnings #Psychology #Creativity",,,,,,
MOJO Newsroom,,2021-8-11,MOJO web/MOJO Newsrooms,,"Tokyo, Japan : New Mojo Academy MBA programme featured on Globis Insights",,https://drive.google.com/drive/folders/1Dy8S7J2BKeYXEgfbucVFuMyjJY3l7LNi?usp=sharing,,,,"""Our new Mojo Academy MBA programme in Digital Marketing Psychology featured on the Globis Insights Channel.  The programme is run in partnership with Globis Management School, Japan's largest MBA school.  Students will explore a wide range of case studies and theories from Mojo's real world marketing practice in 6 modules - including neuromarketing.  The course is led by Dr David Williams.""

As partners, the Graduate School of Management, GLOBIS University, in Tokyo, Japan and MOJO have worked together to foster innovation  and entrepreneurship in society. 
 
Dr. David Williams of MOJO is a  lecturer of digital marketing psychology at Globis which is also Japan’s largest graduate business school. It offers several options for its MBA programme, from part-time to online, ensuring accessibility for higher education in the field of business. Building on this spirit of inclusivity and on its vision of an innovative society, Globis has launched the Globis Insights website to share business insights and learnings with a wider community. 
 
This website features Dr. David’s explanation of digital market psychology. Understanding digital market psychology is key given the prevalence and power of digital marketing in the contemporary world in transforming customer engagement and thereby businesses. In the featured video, Dr. David goes over the fundamentals of digital marketing psychology. He differentiates the digital from traditional marketing and discusses the changes to the advertising world catalysed by social media. Dr David provides a snapshot of regional trends, particularly across Asia and leverages his experience of leading MOJO to offer practical insights. He surmises ways in which business leaders can implement design and digital marketing psychology to invigorate their business.
 
MOJO has worked with companies and groups, like Mercedes Benz, Hotels.com ,Tokyo, the government of Catalonia amongst many others, using its expertise to provide marketing insights, revamp marketing campaigns and product advertisement. 
 
To learn more about Globis Insights check out: 
https://globisinsights.com/  ",,,,,,
MOJO Social,,2021-8-11,"Linkedin/
Facebook/
Instagram/
Twitter",,"Revamped business learning website from Globis, Dr. David featured talk.",,https://drive.google.com/drive/folders/1Dy8S7J2BKeYXEgfbucVFuMyjJY3l7LNi?usp=sharing,,"@globis 

IG:
@garagesociety
@papercliphk
@swhongkong
@themillsfabrica
@creativecopykat
@kgehk
@linustech
@austinnotduncan
@karlconrad
@techinasia

FB:
@500startupsjapan
@opennetworklab
@techablejp

@hongkongpolyu @nid_india @globis_mba        ",#tech #innovation #business #marketing #Globis #Innovation #FeaturedTalk #Digital #Marketing #Psychology #Design #BusinessInsights,"Our new Mojo Academy MBA programme in Digital Marketing Psychology featured on the Globis Insights Channel.  The programme is run in partnership with Globis Management School, Japan's largest MBA school.  Students will explore a wide range of case studies and theories from Mojo's real world marketing practice in 6 modules - including neuromarketing.  The course is led by Dr David Williams.

Read more on the article: xxxx

To learn more about Globis Insights check out: 
https://globisinsights.com/  ",,,,,,
MOJO Think/MOJO Web,,2021-8-18,MOJO web/MOJO Think,,Character and Content IP from SouthEast Asia,,https://drive.google.com/drive/folders/1K28FRIVfvjmz1a7EgNN3gZ7exs3uv6wx?usp=sharing,,,,MOJO Think Article: Character and Content IP from SouthEast Asia,,,,,,
MOJO Social,,2021-8-18,"Linkedin/
Facebook/
Instagram/
Twitter",,same with Line 247,,https://drive.google.com/drive/folders/1K28FRIVfvjmz1a7EgNN3gZ7exs3uv6wx?usp=sharing,,"@MsvPictures
@TandBMediaGlobal",#ContentIP #SouthEastAsia #Animation #BusinessInsight #Thailand #VFX #KidsTV #AnimatedCharacter,"Valued at US$ 264 billion as of 2019, the global industry for animation, VFX & video games industry is versatile, vast, and fast paced. Endeavors to leverage cutting edge technology and expand content intellectual property (IP) through the production of state-of-the-art animations is notable in SouthEast Asia. Thailand, in particular, has ambitions to become a digital content hub in ASEAN. In 2016, it was ranked first in the region for animation-related businesses.

To read more about the article:
https://globaldigitalmojo.com/character-and-content-ip-from-southeast-asia/ ",,,,,,
MOJO Think/MOJO Web,,2021-8-6,MOJO web/MOJO Think,,AI and Machine Learning Are Impacting Business and Society In Unprecedented Ways,,,https://drive.google.com/drive/folders/1Urk0O_jCBGQ1LRbhmlZv4LgeuYf-naDb?usp=sharing,,,140721_MOJO AI article,,,,,,
MOJO Social,,2021-8-6,"Linkedin/
Facebook/
Instagram/
Twitter",,AI and Machine Learning Are Impacting Business and Society In Unprecedented Ways,,,https://drive.google.com/drive/folders/1Urk0O_jCBGQ1LRbhmlZv4LgeuYf-naDb?usp=sharing,@makerpro.cc @NexAIoTforSmartManufacturing @cinnamonaitaiwan @EETimes @technewsinside,#deeptech #AI #technology #technews #hightech #technologysolutions,"AI has been around for the last 4 decades in one form or another. With the boom of the computer age, we saw a new science in development that was used to bring “human-like Intelligence” & reasoning abilities to computers. These were the founding stones of AI. Back then AI was used in training computers to play Chess or was applied to be used in Robotics, but they weren’t so successful due to *Limited Computational Power* *Funding* *lack of database to train the Logic* Fast forward to 2021 and AI is now transforming businesses and impacting our lives, let's look at how it is being done. 


To continue reading the article and learn about MOJO's work in AI: 
https://globaldigitalmojo.com/ai-and-machine-learning-are-impacting-business-and-society-in-unprecedented-ways/ ",,,,,,
MAY Lead Generation Campaign,Tow/Eunice/Akari,2021-6-2,SendinBlue EDM HK,,"XR x Smart City Keynote Speech, MOJO LINE major update! What's New in MOJO world!","Keynote on XR Delivered at FengChia University, Taiwan
(Japanese title: XRのキーノートが台湾の逢甲大学で配信されました)","HK ver /
JP ver /
TW ver / 
YouTube",https://drive.google.com/drive/folders/1_Ta3FJpLok9Bu0dF1SGCW1ZehfpSGGid?usp=sharing,,,"The Smart City Design Keynote took place successfully on Saturday, 15th of May, invited by The Department of Urban Planning and Spatial Information at Feng Chia University in Taiwan.

Smart City has improved our daily life, we can avoid visiting full parking lot without driving there, we can escape potential accident before it comes into disaster, and how many do we know how it works? 

To share the insights and new knowledge to the audiences, Dr. David Williams introduced XR (VR, AR, MR) technologies, that can help students, government officials, stakeholders as well as urban planners in design thinking, visualisation, simulation and increase their production workflow along with the possibilities and applications of artificial intelligence in daily basis.

You can visit the relative report and event webinar at: https://bit.ly/2SmWe8N 

Press release regarding the continuous collaboration with Feng Chia University: https://bit.ly/3vnc5Ts 

-

Major update for MOJO LINE Offical channel! LINE, the communication software with its HQ set in Tokyo, Japan. Has grown its market value to become the giant of its market with a population of 167 million users (Q3, 2020.) since its initial launch in 2012. 

As its biggest user set in the region around Asia, such as Taiwan, Japan, and Thailand. MOJO valued every communication channel with our audiences and with the mission and ambition to transform business with high-tech and strategy plannings. This update includes a vivid carousel interface, with simple clicks you can experience the VR showroom and access the MOJO credential, MOJO LINE official will give you regular digital trend awareness and topic.

Subscribe to MOJO Line Official via search @465ardea click on the link https://line.me/R/ti/p/@465ardea or simply scan the QR Code for more information. Stays in the loop with MOJO’s latest work as well as upcoming events!",,,,,,"5月15日、台湾の逢甲大学の都市計画と空間情報学科の招待により、スマートシティデザインキーノートのイベントが催行され、イベントは無事、成功に終わりました。


スマートシティによって私たちは満車の駐車場や、災害になり得る様々な事故を回避することができ、私たちの生活を向上してくれました。

デイビッド・ウィリアムズ博士は観客にXR(VR, AR, MRなどの総称)テクノロジーのインサイトや新しい知識をシェアしました。これらは、学生や政府、ステークホルダーだけでなく、都市計画家にとっても、デザインや視覚化、シミュレーション、そして可能性のある製品の生産を増やすワークフローや、日常における人工知能の応用として有効な手段になります。

関連情報のレポートやイベントのウェビナーはこちらから。 https://bit.ly/2SmWe8N 

逢甲大学との継続的なコラボレーションに関するプレスリリースはこちらから。https://bit.ly/3vnc5Ts

MOJOラインチャンネルよりお知らせです！東京に本社が置かれたコミュニケーションソフトウェアの”LINE”は2012年の初期から市場を拡大し1億6700万人のユーザーを獲得しました。

台湾や日本、タイなど主にアジアの地域で使用されています。
MOJOはユーザーへの一つ一つのコミュニケーションを大切にし、あなたのビジネスをより高度な技術で戦略的に変革するという野望とミッションを持って日々取り組んでおります。
今回のアップデートではメニューが色鮮やかになり、よりユーザーが使いやすいデザインを使用しました。クリックするだけでVRショールームやMOJOの情報へアクセスできるようになりました。弊社の公式アカウントはデジタルの流行りの案内やトピックをお届けします。

MOJOのラインは@465ardeaで検索していただくか、こちらのリンクからも追加できます。https://line.me/R/ti/p/@465ardea
最新情報や今後のイベント情報をお知らせするのでぜひご登録ください！"
